backend,consec_topk_jaccard_mean,consec_topk_jaccard_std,conversation_id,conversation_label,highd_R,highd_step_angle_max_deg,highd_step_angle_mean_deg,highd_step_angle_min_deg,highd_step_angle_std_deg,mode,n_turns,to_first_topk_jaccard_mean,to_first_topk_jaccard_std,top1_change_rate,top1_entropy_bits,top1_score_mean,top1_score_std,top1_unique_symbols,topk_entropy_bits,topk_unique_symbols
bge-m3,0.16090082756749424,0.10556006465871007,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.7388942961043776,64.0169480130179,54.39787852543957,40.66739822160321,4.7263415991359405,centered,28,0.1932091717806004,0.18728804540557759,0.9259259259259259,4.035582047943163,0.2378903388720933,0.05229274134390965,19,5.305011639083865,61
bge-m3,0.19306619306619305,0.10989903352272584,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.7262308626246379,63.110619033200955,55.60231356684963,41.98036842315768,4.637192231201644,raw,28,0.22114076399790691,0.19723648375154526,0.9259259259259259,3.8248629575928303,0.4706920721699361,0.035906937580849806,17,5.302063531977045,63
cohere-v3,0.13592333592333594,0.11640604157141342,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.657620577530145,74.63337163818336,61.60280032762866,45.13738875392366,6.189750505474442,centered,28,0.10900052328623759,0.18710024546903842,0.9629629629629629,4.351823225520025,0.21854043008064292,0.03509384812959901,22,5.7147711892480295,78
cohere-v3,0.0756478089811423,0.08786055420913881,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6340105333055998,74.52856920643819,63.54771369401113,46.22844002691827,6.145091116887869,raw,28,0.09769754055468345,0.19424531435218192,0.9629629629629629,4.566108939801411,0.38415409120191013,0.04731838605892764,25,6.245400670441477,95
e5-finetuned-v6,0.1391941391941392,0.09949209269579806,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6878955863581319,69.16021188357429,60.1711371183038,45.076674035327876,4.632186532237054,centered,28,0.10340136054421771,0.1861720814508572,1.0,3.7928416378685377,0.21858237465906247,0.0465771558969309,18,5.592428512992809,79
e5-finetuned-v6,0.10183150183150183,0.10000180619851222,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.8640224894245851,46.79059814141688,40.73649797613507,31.88229539641968,3.025965707924597,raw,28,0.0837519623233909,0.19105544739667682,1.0,4.1105772433013446,0.7364999791379182,0.0146128782991846,21,5.99659444932738,91
google,0.09124949124949125,0.10272425071513115,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6596414141605658,70.25380530508208,60.327870530605374,48.87305504458711,4.991927155942973,centered,28,0.09217687074829935,0.18478360518081746,0.9259259259259259,4.351823225520025,0.19670184632339358,0.0560677895145555,22,5.743048913379891,77
google,0.08843995510662177,0.10550171916501816,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.8006624599958168,52.917773065074876,47.22787810318808,38.769976065203146,3.7225798989440593,raw,28,0.1055991627420199,0.19393586537485422,0.8888888888888888,4.378783493454435,0.6042011831074358,0.03383373921923238,22,6.035389632433238,89
jina-v3,0.2405742405742405,0.1541731959454252,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6833489157845224,70.9452360851328,58.72662571208295,44.216705023044874,5.543610108719034,centered,28,0.1286499215070644,0.17926342117386246,0.8518518518518519,3.637537511241525,0.25288571434930124,0.04171605667397009,17,5.197169305570034,61
jina-v3,0.08745082078415412,0.09503655727787083,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.545176979967738,81.14849296256145,69.16343381163358,46.51217585673958,6.981039302094319,raw,28,0.055102040816326525,0.18876403579626205,0.8888888888888888,4.066108939810068,0.3121312719733712,0.11783492799776778,19,6.177239062914336,101
mistral-embed,0.23855403855403856,0.12570719425968868,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.7268271657878523,66.61832189006228,54.664232509042364,45.652386160207,5.109058107620203,centered,28,0.09921507064364209,0.1903497100051661,0.7037037037037037,2.760820318152904,0.18792771821148796,0.03476256690334361,13,5.2596769162265575,66
mistral-embed,0.27947114613781276,0.13391008396033802,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.8819680579400057,43.86226600187913,36.703536348261224,31.348213536355413,3.226866056522157,raw,28,0.111643118785976,0.1788087637901383,0.8518518518518519,3.5480290317188046,0.7081133761103382,0.02026132833824532,16,5.056429799393473,61
nomic,0.17216117216117224,0.07543680819418372,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.7399880750457951,62.22368353663314,53.94690873652756,40.688712721781386,5.0626782683949525,centered,28,0.14233385661957096,0.18763605389697358,0.9629629629629629,4.1550455467969485,0.22753123391098298,0.046251588603378024,20,5.312484484943442,66
nomic,0.10131596798263463,0.07638524826277958,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.8176703932844664,53.69810198417138,45.77510133847744,33.749115314381534,4.653776653496165,raw,28,0.12285333713905147,0.1978974183884745,1.0,4.378783493452993,0.6266391923747149,0.030745288295967402,23,5.683513219299397,78
openai-3-large,0.10818070818070817,0.08550402524888324,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6618330268174273,69.21487344670328,60.11633475094567,44.749689675634805,4.835652679415562,centered,28,0.07993197278911567,0.18729870477047073,0.9629629629629629,4.450212064881564,0.1874128965622221,0.045698515901841895,23,5.902382616708971,93
openai-3-large,0.06091439424772758,0.09481312813920788,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.5868313828335936,74.038071070112,65.56420787450037,48.91358841536125,5.165478927020041,raw,28,0.09921507064364209,0.19880943933578624,0.9629629629629629,4.566108939801411,0.27224392224844557,0.04837591638668615,25,6.246220842350409,100
openai-3-small,0.07547020880354213,0.10864497924492982,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6391909547912528,73.91778247601235,62.49246737871472,41.39927559386123,6.660560490122373,centered,28,0.09055468341182629,0.1879885497459773,1.0,4.450212064881564,0.21440929070158757,0.050440897994167316,23,6.116198068845984,99
openai-3-small,0.0529100529100529,0.0736922539191952,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.579458809346908,78.17174988608237,66.741418666219,44.54783392774133,6.898592957879167,raw,28,0.11996336996337,0.186994852096694,1.0,4.450212064881563,0.307506933827209,0.050741060507510496,23,6.2401508277812985,101
openai-ada-002,0.14940861607528277,0.10929190989626236,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6590745399565727,71.81101322335086,61.05741774294801,45.608711056228486,5.620292521294004,centered,28,0.1334641548927264,0.19451629426130992,0.9629629629629629,4.450212064881564,0.19128002368830627,0.04359582909625339,23,5.5492179904046255,78
openai-ada-002,0.09689323022656354,0.08519846637306562,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.888733135995478,41.5553677283958,36.00707786519937,27.859969604094236,2.9524783011921625,raw,28,0.11376242804814238,0.18502879777041054,1.0,4.59306920773582,0.7791865036152515,0.011514342505568941,25,5.9864720284662845,90
qwen,0.08983855650522318,0.09250408429672158,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6233352796231423,72.40621978205256,62.78708275249148,41.45861036266581,7.546068520917313,centered,28,0.07482993197278912,0.18746677830197603,0.8888888888888888,3.896291529018515,0.22799267810611826,0.049315659254657494,19,6.177426603365581,95
qwen,0.09979649979649981,0.1044262649845495,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6754715068774326,69.01828976894333,58.83428862651603,39.06804988463335,7.122700657791705,raw,28,0.057823129251700675,0.18948469585538263,0.9629629629629629,4.378783493452992,0.5021319287793311,0.03898465040275484,23,6.17176972446208,97
s128,0.11954711954711955,0.13877964934598178,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.687331083664008,73.81359770938872,60.934518514421555,44.61558815298353,5.98003757638157,centered,28,0.1729841586984444,0.20862838661785602,0.9629629629629629,3.891230477230077,0.2702640766821044,0.05805865165444315,19,5.7886214264190485,82
s128,0.11135531135531139,0.10747760381359178,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.7654483889492723,65.11976823268735,53.54218040175236,40.993504483843786,6.138682851050106,raw,28,0.15099424385138674,0.20434014749527665,1.0,3.9066663167132765,0.6021137859677183,0.0433804285544643,19,5.906894972807024,83
voyage-large-2-instruct,0.24148444148444145,0.1384748745070753,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.6453594274181979,74.62167905014118,60.58948049675799,38.128626146739535,6.891743334500567,centered,28,0.21349840635554926,0.1907016047102099,0.9259259259259259,3.5355820479503772,0.24354720695075163,0.0750455201240404,14,5.195851122555453,66
voyage-large-2-instruct,0.23818650485317153,0.13972025752019246,synthetic/B1_surface_deception/baseline01,Baseline 1: Surface Deception - Home Renovation Discussion,0.8508741299781283,47.646076379591314,40.56938287650134,26.52516215447592,4.456331956092225,raw,28,0.20047095761381475,0.17990562131941357,0.9629629629629629,3.9502120648902204,0.7203623858367872,0.025535726076237986,17,5.0491231642968435,55
bge-m3,0.28782928782928785,0.1114624862026648,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.7445535995610889,66.90969873380064,54.21472549935855,37.1539565726535,6.824427316468394,centered,38,0.25219517324780477,0.16343902863405155,0.8648648648648649,2.7837812836795743,0.26728520033016406,0.05166846152851457,10,4.910752279065313,58
bge-m3,0.2968148968148968,0.1294173995861062,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.7469648984989653,66.21267985220928,53.96443578434284,37.13824684371985,6.737444444172214,raw,38,0.2743554690923111,0.17073633301673877,0.7837837837837838,2.421383164885983,0.50717616407643,0.03469047765133277,10,4.8891537952838755,57
cohere-v3,0.17009117009117009,0.10795265377302798,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6526419211014131,70.69021803929347,61.5319620528421,44.748446763943306,6.305520258381135,centered,38,0.12234432234432233,0.16213740178554678,0.8648648648648649,3.776449961815152,0.2610791884696666,0.053292971153348356,18,5.512981556398311,71
cohere-v3,0.2010674010674011,0.09790235524895578,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6770826204118079,68.63628441111447,59.61226052365459,43.269234061502765,6.03987643595648,raw,38,0.18409485251590518,0.15910081054390768,0.8378378378378378,3.8924071185640217,0.4680632286026479,0.0498926074560629,20,5.3846752243869584,71
e5-finetuned-v6,0.11419571419571421,0.11156146347017781,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6528126044087182,74.05030273769565,63.54659598678868,49.238408455904285,5.911517087229475,centered,38,0.1478889531521111,0.17105103904135668,0.972972972972973,4.398857447448685,0.20056960468998805,0.03940464285672082,24,5.959181080930921,89
e5-finetuned-v6,0.08601128601128603,0.09692742054135306,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.8579843973419112,50.02875914325833,41.829602681459164,32.819107926427314,3.9181173713854003,raw,38,0.1013109697320224,0.1734830699410721,0.918918918918919,4.49121994756111,0.7435659524290059,0.01848628200019943,25,6.214277670708264,99
google,0.17812997812997816,0.10187973970241752,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6287425274803577,73.25794045635617,64.17634769313379,48.7617266090315,6.01079136093397,centered,38,0.08933873144399467,0.16507939950792277,0.8918918918918919,4.43858836861374,0.20404141528647798,0.050211672633189375,25,5.618529674489654,74
google,0.1350955350955351,0.10729363124992601,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.7946912099081839,58.85902378013168,49.00581208640135,38.06251911143371,4.401572020097851,raw,38,0.09791787160208215,0.16761477570305158,0.9459459459459459,4.629249223817079,0.6167304296220373,0.030076104051876162,27,5.905613078024547,86
jina-v3,0.1837909837909838,0.13271179059903124,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6623981620445126,76.7206195929793,60.45976867308588,43.82707510008962,9.587251616739241,centered,38,0.09014844804318493,0.1678716629614112,0.8918918918918919,3.875849474275047,0.2817306737629353,0.07295113520753639,18,5.454344405392849,72
jina-v3,0.1006831006831007,0.12367187881548465,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.5626976738687992,81.2240796504483,68.21836264012309,47.328221458608816,9.219263680262156,raw,38,0.06552920763447079,0.16802175193110389,0.8918918918918919,4.060574474499894,0.3701330454458304,0.13468502816765415,20,6.208329629147926,103
mistral-embed,0.24458604458604452,0.13941936562407523,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6956965405101279,68.19473529570446,58.73979485320615,44.39218686350136,5.217315801106736,centered,38,0.23744676376255322,0.16479139620534708,0.8378378378378378,3.3723214935814507,0.2183981046080252,0.04835465968797077,16,5.238347951443792,69
mistral-embed,0.2625230625230624,0.1571129199637463,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.8737744798702218,52.97122293669578,38.568464811195476,27.803558303184598,4.636235972788922,raw,38,0.10381723539618282,0.16067882736441416,0.8918918918918919,3.8397755396180955,0.7212452312202431,0.032479092493098494,19,5.108258199082823,66
nomic,0.2014634014634015,0.10057720546077226,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.7160653402814121,72.70636422673543,56.40203442003024,43.70265725867796,7.118233295310925,centered,38,0.17959233748707434,0.1831096017907482,0.9459459459459459,4.11210489607684,0.23318300417794718,0.05166002879888139,22,5.346620096195799,71
nomic,0.12912492912492915,0.113177818454432,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.8296148944762576,54.55385456134594,44.57084623133986,35.046527664653844,4.468997639503219,raw,38,0.09955658376711013,0.16713999088630652,0.918918918918919,4.346225868501317,0.6527716666372427,0.052323613975094094,24,5.890265479624995,86
openai-3-large,0.14345114345114346,0.12305352291236463,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6535046257201456,71.41573177229982,62.24215774813628,48.545600690743456,5.889038559775044,centered,38,0.10562945826103727,0.16029016394904866,0.9459459459459459,4.073475132279322,0.22422917185040792,0.0651292359543056,21,5.583384418276991,74
openai-3-large,0.15731115731115736,0.11662954176668286,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6042515896061708,77.6263927162943,65.97401092683495,51.289094972144724,6.208630396510462,raw,38,0.10274637643058698,0.1727834624126575,0.918918918918919,3.7867225809089193,0.3279837204346356,0.06155454854606304,18,5.544316546245111,74
openai-3-small,0.1942939942939943,0.12636307244411316,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6200265082305809,74.8758016674792,64.8679571494916,49.39054802989926,6.954802054906489,centered,38,0.11396673501936662,0.17090865954353354,0.8918918918918919,3.7367190406472104,0.252139062120394,0.06759298328176769,19,5.585217039055715,80
openai-3-small,0.2196992196992197,0.13504509638397788,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6068094662702328,75.77580498145863,65.83315595039248,52.4088693326824,6.710871517834161,raw,38,0.1438982070561018,0.1651175028951923,0.8378378378378378,3.8474201200262046,0.37815314063667654,0.06519072924014287,18,5.502398037389048,81
openai-ada-002,0.17697077697077698,0.12070062969127152,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6421459322540299,71.7259422068721,64.01832882146793,48.65019849344158,6.259037719093886,centered,38,0.1375168690958165,0.16496222388686832,0.8918918918918919,4.10293343435061,0.21457496907843912,0.04915981359768916,22,5.6472865683569955,82
openai-ada-002,0.13144153144153145,0.12418282705589229,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.8905701723559133,40.89322999291483,36.62295193265545,28.388796452859953,3.205760654997244,raw,38,0.10451127819548878,0.16371142556822738,0.8918918918918919,4.280693631775964,0.7924145280755128,0.017275454531953296,22,5.918745568040731,85
qwen,0.12614592614592618,0.09224045425990864,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6233957619770143,77.11277587397208,65.52815094229294,49.1933320079805,7.408907187157873,centered,38,0.13726624252940045,0.16423133931579476,0.972972972972973,4.092239435495034,0.23704193523943853,0.05612778253500045,21,5.764621453650804,81
qwen,0.15349875349875353,0.11544091072663284,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6908766155237378,72.65841800207396,60.15781881896215,45.5523176620403,6.593682752672082,raw,38,0.11195295932138044,0.16133973120256823,0.918918918918919,4.135699552714729,0.521410894645311,0.059181246239734545,22,5.820505781224035,83
s128,0.10955170955170956,0.13030085820250883,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6568582743926418,72.99621186747284,62.57990096696469,44.40285834388206,6.829004671782719,centered,38,0.12058993637941011,0.17723132095524283,0.918918918918919,4.343597829814215,0.27139591598056384,0.060294505304714585,24,6.16565905295974,99
s128,0.12604512604512608,0.1315839349352593,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.7656219735894209,62.076285842383506,52.59546120111543,37.45664902237787,6.159791950397494,raw,38,0.10104106419895896,0.1715319726350089,0.9459459459459459,4.378991986863992,0.6275140102938234,0.038420403223108184,25,6.148590522479009,96
voyage-large-2-instruct,0.3497799497799498,0.19467795910933938,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.6632828062789683,76.06501895259078,61.23731664055118,47.843967995359286,6.765531286893376,centered,38,0.30076122707701636,0.20349869209977803,0.7297297297297297,3.335218611104942,0.31270640856828796,0.05967185996465486,14,4.604668478781539,44
voyage-large-2-instruct,0.28224568224568225,0.17616262562464916,synthetic/B2_implicit_transformation/baseline02,Baseline 2: Implicit Transformation - Mountain Journey,0.8628128581062119,47.56984298068554,40.31553691854885,33.812683402095345,4.006095853133828,raw,38,0.14734914208598418,0.18793266229108999,0.8918918918918919,3.6454576979037667,0.7465929028785689,0.027606563147631803,17,4.8951834728477825,49
bge-m3,0.25861450377579404,0.15463317891171788,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.7316256983312259,66.76245608032079,57.05171633377508,42.494513962380935,4.954158942699973,centered,32,0.22596153846153852,0.17238462247640873,0.8387096774193549,3.6647170014379555,0.25768471385591923,0.046837554672521695,17,5.06742567452467,67
bge-m3,0.2978978011236075,0.15830292069029764,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.7364225283342981,66.02191561952976,56.603091153308576,41.44996817541703,5.008374884065626,raw,32,0.24361263736263739,0.17271042379085166,0.8387096774193549,3.448391110776815,0.5068902755899874,0.031335371693465924,16,4.966022195399746,65
cohere-v3,0.15899584286681065,0.11752029472282477,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6275758448217724,76.33753296087359,65.34703555887619,52.6261046976701,5.474344747242226,centered,32,0.05208333333333333,0.17575999846646542,0.8387096774193549,4.049800876326993,0.2717900917608086,0.06632913122085553,21,5.831410606036073,83
cohere-v3,0.1863620250717025,0.13756675385366576,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6492605041860297,75.99157809971105,63.68636280042967,50.843233349084976,5.310636502870656,raw,32,0.044047619047619044,0.17744601843783292,0.8064516129032258,3.8820488277609884,0.47144189764297895,0.05912194862445003,18,5.672307400586756,79
e5-finetuned-v6,0.0893772893772894,0.0879139193948417,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6453243808670721,72.3986897961295,65.23770386093028,55.45050934515285,4.097661934090234,centered,32,0.07648809523809526,0.17631679575224973,0.967741935483871,4.374999999965375,0.21613681051621536,0.06867028528529621,24,6.183683507484937,98
e5-finetuned-v6,0.08415455512229704,0.08242496061083439,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.8504235958618098,49.892173395574765,43.57587633244055,37.068095362098916,3.3072207612509517,raw,32,0.07685439560439561,0.1855845177365742,0.9354838709677419,4.437499999965375,0.7432719098806917,0.025793741562217094,24,6.087861049277594,94
google,0.15463676108837401,0.10826885698153625,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6324196897010206,78.26610845884164,65.18858322029531,51.39097689030343,5.992361449629883,centered,32,0.08273809523809528,0.17461516041344932,0.9354838709677419,4.226409765525651,0.2261830069902107,0.0658367924234717,22,5.780362555348703,78
google,0.10958289022805152,0.07668916681851709,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.7963384389838453,58.20462831605658,49.77512592758042,39.53039653309702,3.9290402832734,raw,32,0.05446428571428571,0.1764785186486931,0.9354838709677419,4.238608500698058,0.6296213419103451,0.036295148316824434,23,6.005751264159196,86
jina-v3,0.15071380232670556,0.09919760326105526,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.666699485282691,79.19600121462373,62.1158489097802,47.26933247377455,7.569147372637112,centered,32,0.1789481351981352,0.18389402492901766,0.9354838709677419,4.366729296638992,0.2953669203303541,0.0888196880882908,23,5.5622908242455615,73
jina-v3,0.10642690642690644,0.10732935931859104,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.5375917172328918,91.88052375128323,72.34919782887236,55.15352109530219,7.309971646248829,raw,32,0.07202380952380955,0.1763906779706955,1.0,4.366729296638992,0.36042391684411523,0.14555760582860222,23,6.146744281594365,92
mistral-embed,0.2150516150516151,0.14222166888392912,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6742526126713163,76.26637421350526,63.18544970961381,42.32818325642193,5.968895273051197,centered,32,0.05833333333333333,0.17495519139601362,0.9032258064516129,4.015319531087371,0.23433924563121203,0.061064389598835596,19,5.318881564527599,69
mistral-embed,0.1977162622323913,0.12097969980228056,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.8643327066067298,56.42692007026411,41.62358279867997,29.224863853232286,5.246944137335036,raw,32,0.15115509490509493,0.17953049149583844,0.9032258064516129,3.9292292966462052,0.72821905863348,0.03490623457181756,18,5.15457299196131,66
nomic,0.13300248138957818,0.08329272742202963,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6894659628251664,75.74857984413889,61.488240919266495,49.9867850638306,6.072246238897826,centered,32,0.03125,0.1767766952966369,0.967741935483871,4.64031953107583,0.25551809875435627,0.06646324941379447,27,5.663083831612251,83
nomic,0.08155500413564931,0.061722321737860755,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.8277013203991889,54.40251998307378,46.844792611583806,38.40608185468966,4.262339828191756,raw,32,0.044047619047619044,0.17744601843783292,0.967741935483871,4.663909765518439,0.6799854559342994,0.05574014324973374,27,6.129022775331103,98
openai-3-large,0.11033912324234908,0.08267330884975102,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6375149840893971,75.00183943538069,64.68378050804509,51.76686043459275,5.339114451098051,centered,32,0.08198260073260075,0.17974404347367526,0.967741935483871,4.577819531077273,0.24606858498432732,0.07416552284952017,26,5.883678018746962,84
openai-3-large,0.12260427744298717,0.09702568608708381,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.5959142368280484,77.86354444864092,67.78833948656133,54.15564362457384,5.615288537729101,raw,32,0.10920329670329675,0.18566310451723297,0.967741935483871,4.452819531080158,0.35915154472474436,0.06647037713588834,24,5.844556825761938,84
openai-3-small,0.20207534401082788,0.1564092481155313,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6135544107611611,78.42933326319708,65.87763164369035,51.94613615801429,5.473143927788881,centered,32,0.09560439560439563,0.17998339844621747,0.9032258064516129,4.140319531083043,0.2672331205327358,0.0801963439055421,22,5.598792363287733,79
openai-3-small,0.21045406206696526,0.12669641105683968,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6069011625772668,78.4885460590853,66.32313223620102,52.598589493434524,5.690555974138836,raw,32,0.08756868131868134,0.1756250580314583,0.9354838709677419,4.324698735139225,0.39994044616031976,0.06517744560226078,24,5.4567051890154445,77
openai-ada-002,0.1708957708957709,0.09116133330534974,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6401506020658179,75.07497205900019,64.7007403189722,55.23480268958598,4.93550392955839,centered,32,0.12087912087912094,0.17665377954723518,1.0,4.577819531077273,0.23630193264975288,0.06445943709079797,26,5.6430482668767015,81
openai-ada-002,0.12191894127378002,0.09295387412509713,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.8931720155726186,42.62692697584099,36.48258205964834,30.926483919574032,2.7371140228768187,raw,32,0.06755952380952382,0.17634790782747717,0.967741935483871,4.491729296636107,0.8040440934709412,0.018725985424128566,25,5.833573855718268,83
qwen,0.11509995380963126,0.11518926275328653,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6098358881004008,81.2412049129774,67.77838330686923,54.8902101763996,6.408571129304996,centered,32,0.10638736263736268,0.17606110059913568,1.0,4.4764097655227655,0.2627977627312293,0.07114698701652591,24,5.9946020532655595,89
qwen,0.11540717347168963,0.11653053333950435,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.6855728026032255,73.7469736663671,62.11680617152828,52.94811521145749,5.2989597946941425,raw,32,0.07715201465201467,0.17860152689624934,1.0,4.390319531081601,0.5363911930466438,0.08574643220386235,23,5.886270311366364,82
s128,0.0926965507610669,0.11213774368398474,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.656633245261944,75.02663980906172,64.1325844509808,52.89463814859512,5.75026618693633,centered,32,0.06018772893772893,0.18106625935433496,1.0,4.601409765519882,0.2680911342047915,0.06464123384887828,26,6.322189549946591,104
s128,0.0961468638887994,0.11911210497112865,synthetic/B3_rapid_oscillation/baseline03,Baseline 3: Rapid Oscillation - Creative Project Crisis,0.7540057493811892,65.75327083897574,55.11355045579007,47.83278010495746,4.807150955065518,raw,32,0.06293498168498168,0.18301745013028994,1.0,4.288909765525651,0.6150418602974538,0.03968297645074941,22,6.3613819294406335,107
